Reaction identifier	Your list:...006E2U	Equation	ChEBI identifier	Enzyme class	Enzymes
RHEA:16289	1.5.1.18	(1R,2S)-ephedrine + NAD(+) = (R)-2-methylimino-1-phenylpropan-1-ol + NADH + 2 H(+)	CHEBI:57295;CHEBI:57540;CHEBI:16825;CHEBI:57945;CHEBI:15378	EC:1.5.1.18 (-)-ephedrine dehydrogenase	0
RHEA:16297	1.1.1.210	5alpha-androstane-3beta,17beta-diol + NADP(+) = 17beta-hydroxy-5alpha-androstan-3-one + NADPH + H(+)	CHEBI:18329;CHEBI:58349;CHEBI:16330;CHEBI:57783;CHEBI:15378	EC:1.1.1.210 3beta-(or 20alpha)-hydroxysteroid dehydrogenase	21
RHEA:16301	3.2.2.6	NAD(+) + H2O = ADP-D-ribose + nicotinamide + H(+)	CHEBI:57540;CHEBI:15377;CHEBI:57967;CHEBI:17154;CHEBI:15378	EC:3.2.2.5 NAD(+) glycohydrolase;EC:3.2.2.6 ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase	7856
RHEA:16329	1.13.11.92	(9Z,12Z,15Z)-octadecatrienoate + O2 = (R)-2-hydroperoxy-(9Z,12Z,15Z)-octadecatrienoate	CHEBI:32387;CHEBI:15379;CHEBI:76161	EC:1.13.11.92 fatty acid alpha-dioxygenase	3
RHEA:16337	1.14.14.82	a 3'-unsubstituted flavone + reduced [NADPH--hemoprotein reductase] + O2 = a 3'-hydroxyflavone + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	CHEBI:138726;CHEBI:57618;CHEBI:15379;CHEBI:27741;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.82 flavonoid 3'-monooxygenase	5
RHEA:16341	2.7.4.2	(R)-5-phosphomevalonate + ATP = (R)-5-diphosphomevalonate + ADP	CHEBI:58146;CHEBI:30616;CHEBI:57557;CHEBI:456216	EC:2.7.4.2 phosphomevalonate kinase	1804
RHEA:16345	4.2.3.167	(2E,6E,10E)-geranylgeranyl diphosphate + H2O = (3E,7E)-dolabella-3,7-dien-18-ol + diphosphate	CHEBI:58756;CHEBI:15377;CHEBI:137565;CHEBI:33019	EC:4.2.3.167 dolabella-3,7-dien-18-ol synthase	2
RHEA:16349	1.97.1.1	chlorate + AH2 = chlorite + A + H2O	CHEBI:49709;CHEBI:17499;CHEBI:17441;CHEBI:13193;CHEBI:15377	EC:1.97.1.1 chlorate reductase	2
RHEA:16353	2.6.1.55	taurine + 2-oxoglutarate = sulfoacetaldehyde + L-glutamate	CHEBI:507393;CHEBI:16810;CHEBI:58246;CHEBI:29985	EC:2.6.1.55 taurine--2-oxoglutarate transaminase	0
RHEA:16365	3.1.1.20	digallate + H2O = 2 3,4,5-trihydroxybenzoate + H(+)	CHEBI:17866;CHEBI:15377;CHEBI:16918;CHEBI:15378	EC:3.1.1.20 tannase	2
RHEA:16369	1.1.1.28	(R)-lactate + NAD(+) = pyruvate + NADH + H(+)	CHEBI:16004;CHEBI:57540;CHEBI:15361;CHEBI:57945;CHEBI:15378	EC:1.1.1.28 D-lactate dehydrogenase	445
RHEA:16373	2.7.1.33	(R)-pantothenate + ATP = (R)-4'-phosphopantothenate + ADP + H(+)	CHEBI:29032;CHEBI:30616;CHEBI:10986;CHEBI:456216;CHEBI:15378	EC:2.7.1.33 pantothenate kinase	42406
RHEA:16381	1.1.1.12	L-arabinitol + NAD(+) = L-xylulose + NADH + H(+)	CHEBI:18403;CHEBI:57540;CHEBI:17399;CHEBI:57945;CHEBI:15378	EC:1.1.1.12 L-arabinitol 4-dehydrogenase	1321
RHEA:16385	1.14.13.64	4-hydroxybenzoate + NADPH + O2 + 2 H(+) = hydroquinone + CO2 + NADP(+) + H2O	CHEBI:17879;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:17594;CHEBI:16526;CHEBI:58349;CHEBI:15377	EC:1.14.13.64 4-hydroxybenzoate 1-hydroxylase	0
RHEA:16389	1.14.13.64	4-hydroxybenzoate + NADH + O2 + 2 H(+) = hydroquinone + CO2 + NAD(+) + H2O	CHEBI:17879;CHEBI:57945;CHEBI:15379;CHEBI:15378;CHEBI:17594;CHEBI:16526;CHEBI:57540;CHEBI:15377	EC:1.14.13.64 4-hydroxybenzoate 1-hydroxylase	0
RHEA:16393	3.1.1.59	juvenile hormone II + H2O = juvenile hormone II carboxylate + methanol + H(+)	CHEBI:15581;CHEBI:15377;CHEBI:57421;CHEBI:17790;CHEBI:15378	EC:3.1.1.59 juvenile-hormone esterase	0
RHEA:16417	1.2.1.88	(S)-1-pyrroline-5-carboxylate + NAD(+) + 2 H2O = L-glutamate + NADH + H(+)	CHEBI:17388;CHEBI:57540;CHEBI:15377;CHEBI:29985;CHEBI:57945;CHEBI:15378	EC:1.2.1.88 L-glutamate gamma-semialdehyde dehydrogenase	1
RHEA:16421	1.2.7.5	an aldehyde + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O = a carboxylate + 2 reduced [2Fe-2S]-[ferredoxin] + 3 H(+)	CHEBI:17478;CHEBI:33737;CHEBI:15377;CHEBI:29067;CHEBI:33738;CHEBI:15378	EC:1.2.7.5 aldehyde ferredoxin oxidoreductase	5848
RHEA:16425	1.2.1.46	formaldehyde + NAD(+) + H2O = formate + NADH + 2 H(+)	CHEBI:16842;CHEBI:57540;CHEBI:15377;CHEBI:15740;CHEBI:57945;CHEBI:15378	EC:1.2.1.46 formaldehyde dehydrogenase	2169
RHEA:16437	2.5.1.18	RX + glutathione = an S-substituted glutathione + a halide anion + H(+)	CHEBI:17792;CHEBI:57925;CHEBI:90779;CHEBI:16042;CHEBI:15378	EC:2.5.1.18 glutathione transferase	42118
RHEA:16449	2.3.1.82	kanamycin B + acetyl-CoA = N(6')-acetylkanamycin B + CoA + H(+)	CHEBI:58549;CHEBI:57288;CHEBI:58390;CHEBI:57287;CHEBI:15378	EC:2.3.1.82 aminoglycoside 6'-N-acetyltransferase	2005
RHEA:16453	4.1.2.34	(3Z)-4-(2-carboxyphenyl)-2-oxobut-3-enoate + H2O = 2-formylbenzoate + pyruvate	CHEBI:58794;CHEBI:15377;CHEBI:58203;CHEBI:15361	EC:4.1.2.34 4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase	1
RHEA:16457	1.1.1.93	(2R,3S)-tartrate + NAD(+) = 2-hydroxy-3-oxosuccinate + NADH + H(+)	CHEBI:30928;CHEBI:57540;CHEBI:58265;CHEBI:57945;CHEBI:15378	EC:1.1.1.93 tartrate dehydrogenase	2300
RHEA:16505	4.1.3.40	chorismate = 4-hydroxybenzoate + pyruvate	CHEBI:29748;CHEBI:17879;CHEBI:15361	EC:4.1.3.40 chorismate lyase	5739
RHEA:16509	4.1.1.2	oxalate + H(+) = formate + CO2	CHEBI:30623;CHEBI:15378;CHEBI:15740;CHEBI:16526	EC:4.1.1.2 oxalate decarboxylase	4
RHEA:16525	2.7.1.178	2-dehydro-3-deoxy-D-galactonate + ATP = 2-dehydro-3-deoxy-6-phospho-D-galactonate + ADP + H(+)	CHEBI:57989;CHEBI:30616;CHEBI:58298;CHEBI:456216;CHEBI:15378	EC:2.7.1.58 2-dehydro-3-deoxygalactonokinase;EC:2.7.1.178 2-dehydro-3-deoxyglucono/galactono-kinase	5
RHEA:16529	2.7.7.5	sulfate + ADP + H(+) = adenosine 5'-phosphosulfate + phosphate	CHEBI:16189;CHEBI:456216;CHEBI:15378;CHEBI:58243;CHEBI:43474	EC:2.7.7.5 sulfate adenylyltransferase (ADP)	4
RHEA:16537	3.1.3.76	(9S,10S)-10-hydroxy-9-(phosphooxy)octadecanoate + H2O = (9S,10S)-9,10-dihydroxyoctadecanoate + phosphate	CHEBI:58796;CHEBI:15377;CHEBI:58797;CHEBI:43474	EC:3.1.3.76 lipid-phosphate phosphatase	4
RHEA:16545	2.8.3.16	formyl-CoA + oxalate = oxalyl-CoA + formate	CHEBI:57376;CHEBI:30623;CHEBI:57388;CHEBI:15740	EC:2.8.3.16 formyl-CoA transferase	2860
RHEA:16557	4.1.1.45	2-amino-3-carboxymuconate 6-semialdehyde + H(+) = 2-aminomuconate 6-semialdehyde + CO2	CHEBI:77803;CHEBI:15378;CHEBI:77634;CHEBI:16526	EC:4.1.1.45 aminocarboxymuconate-semialdehyde decarboxylase	1484
RHEA:16561	4.2.1.129	squalene + H2O = hopan-22-ol	CHEBI:15440;CHEBI:15377;CHEBI:36484	EC:4.2.1.129 squalene--hopanol cyclase	5
RHEA:16569	1.14.11.4	L-lysyl-[collagen] + 2-oxoglutarate + O2 = (5R)-5-hydroxy-L-lysyl-[collagen] + succinate + CO2	CHEBI:29969;CHEBI:16810;CHEBI:15379;CHEBI:133442;CHEBI:30031;CHEBI:16526	EC:1.14.11.4 procollagen-lysine 5-dioxygenase	3273
RHEA:16573	2.6.1.52	4-(phosphooxy)-L-threonine + 2-oxoglutarate = (R)-3-hydroxy-2-oxo-4-phosphooxybutanoate + L-glutamate	CHEBI:58452;CHEBI:16810;CHEBI:58538;CHEBI:29985	EC:2.6.1.52 phosphoserine transaminase	27028
RHEA:16577	2.7.7.53	ADP + ATP + H(+) = P(1),P(4)-bis(5'-adenosyl) tetraphosphate + phosphate	CHEBI:456216;CHEBI:30616;CHEBI:15378;CHEBI:58141;CHEBI:43474	EC:2.7.7.53 ATP adenylyltransferase	5
RHEA:16581	1.11.1.5	2 Fe(II)-[cytochrome c] + H2O2 + 2 H(+) = 2 Fe(III)-[cytochrome c] + 2 H2O	CHEBI:29033;CHEBI:16240;CHEBI:15378;CHEBI:29034;CHEBI:15377	EC:1.11.1.5 cytochrome-c peroxidase	2024
RHEA:16601	4.3.1.1	L-aspartate = fumarate + NH4(+)	CHEBI:29991;CHEBI:29806;CHEBI:28938	EC:4.3.1.1 aspartate ammonia-lyase	6564
RHEA:16609	2.4.2.7	AMP + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + adenine	CHEBI:456215;CHEBI:33019;CHEBI:58017;CHEBI:16708	EC:2.4.2.7 adenine phosphoribosyltransferase	35959
RHEA:16613	2.3.1.5	an arylamine + acetyl-CoA = an N-acetylarylamine + CoA	CHEBI:50471;CHEBI:57288;CHEBI:13790;CHEBI:57287	EC:2.3.1.5 arylamine N-acetyltransferase	26
RHEA:16617	2.4.1.31	beta-D-glucosyl-(1->3)-D-glucose + phosphate = alpha-D-glucose 1-phosphate + D-glucose	CHEBI:18411;CHEBI:43474;CHEBI:58601;CHEBI:4167	EC:2.4.1.31 laminaribiose phosphorylase	0
RHEA:16629	4.1.3.24	(S)-malyl-CoA = glyoxylate + acetyl-CoA	CHEBI:57317;CHEBI:36655;CHEBI:57288	EC:4.1.3.24 malyl-CoA lyase	10
RHEA:16633	2.4.2.64	guanosine(34) in tRNA + queuine = queuosine(34) in tRNA + guanine	CHEBI:74269;CHEBI:17433;CHEBI:194431;CHEBI:16235	EC:2.4.2.64 tRNA-guanosine(34) queuine transglycosylase	2666
RHEA:16641	3.1.1.67	a long-chain fatty acyl ethyl ester + H2O = a long-chain fatty acid + ethanol + H(+)	CHEBI:13209;CHEBI:15377;CHEBI:57560;CHEBI:16236;CHEBI:15378	EC:3.1.1.67 fatty-acyl-ethyl-ester synthase	2
RHEA:16645	3.1.2.2	hexadecanoyl-CoA + H2O = hexadecanoate + CoA + H(+)	CHEBI:57379;CHEBI:15377;CHEBI:7896;CHEBI:57287;CHEBI:15378	EC:3.1.2.2 palmitoyl-CoA hydrolase	10040
RHEA:16653	1.1.1.215	D-gluconate + NADP(+) = 2-dehydro-D-gluconate + NADPH + H(+)	CHEBI:18391;CHEBI:58349;CHEBI:16808;CHEBI:57783;CHEBI:15378	EC:1.1.1.215 gluconate 2-dehydrogenase	4
RHEA:16661	2.5.1.63	fluoride + S-adenosyl-L-methionine = 5'-deoxy-5'-fluoroadenosine + L-methionine	CHEBI:17051;CHEBI:59789;CHEBI:12060;CHEBI:57844	EC:2.5.1.63 adenosyl-fluoride synthase	5
RHEA:16669	1.17.1.4	xanthine + NAD(+) + H2O = urate + NADH + H(+)	CHEBI:17712;CHEBI:57540;CHEBI:15377;CHEBI:17775;CHEBI:57945;CHEBI:15378	EC:1.17.1.4 xanthine dehydrogenase	3500
RHEA:16673	3.11.1.3	3-phosphonopyruvate + H2O = pyruvate + phosphate + H(+)	CHEBI:71402;CHEBI:15377;CHEBI:15361;CHEBI:43474;CHEBI:15378	EC:3.11.1.3 phosphonopyruvate hydrolase	1
RHEA:16709	1.14.16.4	(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin + L-tryptophan + O2 = 5-hydroxy-L-tryptophan + (4aS,6R)-4a-hydroxy-L-erythro-5,6,7,8-tetrahydrobiopterin	CHEBI:59560;CHEBI:57912;CHEBI:15379;CHEBI:58266;CHEBI:15642	EC:1.14.16.4 tryptophan 5-monooxygenase	2069
RHEA:16729	1.3.1.20	(1R,2R)-1,2-dihydrobenzene-1,2-diol + NADP(+) = catechol + NADPH + H(+)	CHEBI:10702;CHEBI:58349;CHEBI:18135;CHEBI:57783;CHEBI:15378	EC:1.3.1.20 trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	1947
RHEA:16749	3.11.1.2	phosphonoacetate + H2O = acetate + phosphate + H(+)	CHEBI:57488;CHEBI:15377;CHEBI:30089;CHEBI:43474;CHEBI:15378	EC:3.11.1.2 phosphonoacetate hydrolase	4
RHEA:16757	1.8.1.12	trypanothione + NADP(+) = trypanothione disulfide + NADPH + H(+)	CHEBI:58290;CHEBI:58349;CHEBI:58661;CHEBI:57783;CHEBI:15378	EC:1.8.1.12 trypanothione-disulfide reductase	86
RHEA:16781	3.1.2.20	a fatty acyl-CoA + H2O = a fatty acid + CoA + H(+)	CHEBI:77636;CHEBI:15377;CHEBI:28868;CHEBI:57287;CHEBI:15378	EC:3.1.2.20 acyl-CoA hydrolase	10101
RHEA:16789	1.1.3.15	a (2S)-2-hydroxycarboxylate + O2 = a 2-oxocarboxylate + H2O2	CHEBI:58123;CHEBI:15379;CHEBI:35179;CHEBI:16240	EC:1.1.3.15 (S)-2-hydroxy-acid oxidase	2919
RHEA:16793	4.1.1.36	N-[(R)-4-phosphopantothenoyl]-L-cysteine + H(+) = (R)-4'-phosphopantetheine + CO2	CHEBI:59458;CHEBI:15378;CHEBI:61723;CHEBI:16526	EC:4.1.1.36 phosphopantothenoylcysteine decarboxylase	34268
RHEA:16801	2.8.2.20	L-tyrosyl-[protein] + 3'-phosphoadenylyl sulfate = O-sulfo-L-tyrosine-[protein] + adenosine 3',5'-bisphosphate + H(+)	CHEBI:46858;CHEBI:58339;CHEBI:65286;CHEBI:58343;CHEBI:15378	EC:2.8.2.20 protein-tyrosine sulfotransferase	4593
RHEA:16805	1.14.11.26	deacetoxycephalosporin C + 2-oxoglutarate + O2 = deacetylcephalosporin C + succinate + CO2	CHEBI:58415;CHEBI:16810;CHEBI:15379;CHEBI:58366;CHEBI:30031;CHEBI:16526	EC:1.14.11.26 deacetoxycephalosporin-C hydroxylase	3
RHEA:16809	4.1.3.30	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate = pyruvate + succinate	CHEBI:57429;CHEBI:15361;CHEBI:30031	EC:4.1.3.30 methylisocitrate lyase	13859
RHEA:16813	3.7.1.3	L-kynurenine + H2O = anthranilate + L-alanine + H(+)	CHEBI:57959;CHEBI:15377;CHEBI:16567;CHEBI:57972;CHEBI:15378	EC:3.7.1.3 kynureninase	15068
RHEA:16825	2.7.1.48	uridine + ATP = UMP + ADP + H(+)	CHEBI:16704;CHEBI:30616;CHEBI:57865;CHEBI:456216;CHEBI:15378	EC:2.7.1.48 uridine/cytidine kinase	19480
RHEA:16829	1.2.3.1	an aldehyde + O2 + H2O = a carboxylate + H2O2 + H(+)	CHEBI:17478;CHEBI:15379;CHEBI:15377;CHEBI:29067;CHEBI:16240;CHEBI:15378	EC:1.2.3.1 aldehyde oxidase	908
RHEA:16833	1.11.1.9	2 glutathione + H2O2 = glutathione disulfide + 2 H2O	CHEBI:57925;CHEBI:16240;CHEBI:58297;CHEBI:15377	EC:1.11.1.9 glutathione peroxidase	4073
RHEA:16845	2.3.3.16,2.3.3.1	oxaloacetate + acetyl-CoA + H2O = citrate + CoA + H(+)	CHEBI:16452;CHEBI:57288;CHEBI:15377;CHEBI:16947;CHEBI:57287;CHEBI:15378	EC:2.3.3.1 citrate (Si)-synthase;EC:2.3.3.3 citrate (Re)-synthase;EC:2.3.3.16 citrate synthase (unknown stereospecificity)	47474
RHEA:16853	4.3.2.2	N(6)-(1,2-dicarboxyethyl)-AMP = fumarate + AMP	CHEBI:57567;CHEBI:29806;CHEBI:456215	EC:4.3.2.2 adenylosuccinate lyase	43474
RHEA:16861	2.6.1.62	(8S)-8-amino-7-oxononanoate + S-adenosyl-L-methionine = S-adenosyl-4-methylsulfanyl-2-oxobutanoate + (7R,8S)-7,8-diammoniononanoate	CHEBI:149468;CHEBI:59789;CHEBI:16490;CHEBI:149469	EC:2.6.1.62 adenosylmethionine--8-amino-7-oxononanoate transaminase	19533
RHEA:16869	1.13.11.33	(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 = (15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	CHEBI:32395;CHEBI:15379;CHEBI:57446	EC:1.13.11.33 arachidonate 15-lipoxygenase	13
RHEA:16877	4.1.1.29	3-sulfino-L-alanine + H(+) = hypotaurine + CO2	CHEBI:61085;CHEBI:15378;CHEBI:57853;CHEBI:16526	EC:4.1.1.29 sulfinoalanine decarboxylase	9
RHEA:16881	2.8.1.1	thiosulfate + hydrogen cyanide = thiocyanate + sulfite + 2 H(+)	CHEBI:33542;CHEBI:18407;CHEBI:18022;CHEBI:17359;CHEBI:15378	EC:2.8.1.1 thiosulfate sulfurtransferase	9149
RHEA:16917	1.14.13.10	2,6-dihydroxypyridine + NADH + O2 + H(+) = 2,3,6-trihydroxypyridine + NAD(+) + H2O	CHEBI:17681;CHEBI:57945;CHEBI:15379;CHEBI:15378;CHEBI:16683;CHEBI:57540;CHEBI:15377	EC:1.14.13.10 2,6-dihydroxypyridine 3-monooxygenase	1
RHEA:16925	2.1.1.104	(E)-caffeoyl-CoA + S-adenosyl-L-methionine = (E)-feruloyl-CoA + S-adenosyl-L-homocysteine + H(+)	CHEBI:87136;CHEBI:59789;CHEBI:87305;CHEBI:57856;CHEBI:15378	EC:2.1.1.104 caffeoyl-CoA O-methyltransferase	1037
RHEA:16933	3.5.99.7	1-aminocyclopropane-1-carboxylate + H2O = 2-oxobutanoate + NH4(+)	CHEBI:58360;CHEBI:15377;CHEBI:16763;CHEBI:28938	EC:3.5.99.7 1-aminocyclopropane-1-carboxylate deaminase	3767
RHEA:16949	1.1.1.18	myo-inositol + NAD(+) = scyllo-inosose + NADH + H(+)	CHEBI:17268;CHEBI:57540;CHEBI:17811;CHEBI:57945;CHEBI:15378	EC:1.1.1.18 inositol 2-dehydrogenase	3242
RHEA:16953	2.6.1.81	N(2)-succinyl-L-ornithine + 2-oxoglutarate = N-succinyl-L-glutamate 5-semialdehyde + L-glutamate	CHEBI:58514;CHEBI:16810;CHEBI:58520;CHEBI:29985	EC:2.6.1.81 succinylornithine transaminase	792
RHEA:16957	3.1.4.35	3',5'-cyclic GMP + H2O = GMP + H(+)	CHEBI:57746;CHEBI:15377;CHEBI:58115;CHEBI:15378	EC:3.1.4.35 3',5'-cyclic-GMP phosphodiesterase	7134
RHEA:16965	4.2.3.15	(2E)-geranyl diphosphate = beta-myrcene + diphosphate	CHEBI:58057;CHEBI:17221;CHEBI:33019	EC:4.2.3.15 myrcene synthase	43
RHEA:16969	5.1.3.13	dTDP-4-dehydro-6-deoxy-alpha-D-glucose = dTDP-4-dehydro-beta-L-rhamnose	CHEBI:57649;CHEBI:62830	EC:5.1.3.13 dTDP-4-dehydrorhamnose 3,5-epimerase	28225
RHEA:16977	1.8.1.5	coenzyme M + acetoacetate + NADP(+) = 2-oxopropyl-coenzyme M + CO2 + NADPH	CHEBI:58319;CHEBI:13705;CHEBI:58349;CHEBI:57552;CHEBI:16526;CHEBI:57783	EC:1.8.1.5 2-oxopropyl-CoM reductase (carboxylating)	1
RHEA:16981	1.3.1.32	3-oxoadipate + NAD(+) = maleylacetate + NADH + H(+)	CHEBI:15775;CHEBI:57540;CHEBI:16468;CHEBI:57945;CHEBI:15378	EC:1.3.1.32 maleylacetate reductase	11
RHEA:16985	1.3.1.32	3-oxoadipate + NADP(+) = maleylacetate + NADPH + H(+)	CHEBI:15775;CHEBI:58349;CHEBI:16468;CHEBI:57783;CHEBI:15378	EC:1.3.1.32 maleylacetate reductase	9
RHEA:16989	3.1.3.8	1D-myo-inositol hexakisphosphate + H2O = 1D-myo-inositol 1,2,4,5,6-pentakisphosphate + phosphate	CHEBI:58130;CHEBI:15377;CHEBI:57798;CHEBI:43474	EC:3.1.3.8 3-phytase;EC:3.1.3.62 multiple inositol-polyphosphate phosphatase	2510
RHEA:17005	2.7.1.43	D-glucuronate + ATP = 1-phospho-alpha-D-glucuronate + ADP + H(+)	CHEBI:58720;CHEBI:30616;CHEBI:57897;CHEBI:456216;CHEBI:15378	EC:2.7.1.43 glucuronokinase	2
RHEA:17009	6.2.1.26	2-succinylbenzoate + ATP + CoA = 2-succinylbenzoyl-CoA + AMP + diphosphate	CHEBI:18325;CHEBI:30616;CHEBI:57287;CHEBI:57364;CHEBI:456215;CHEBI:33019	EC:6.2.1.26 o-succinylbenzoate--CoA ligase	2699
RHEA:17013	5.4.2.9	phosphoenolpyruvate + H(+) = 3-phosphonopyruvate	CHEBI:58702;CHEBI:15378;CHEBI:71402	EC:5.4.2.9 phosphoenolpyruvate mutase	6
RHEA:17017	2.3.1.12	N(6)-[(R)-dihydrolipoyl]-L-lysyl-[protein] + acetyl-CoA = N(6)-[(R)-S(8)-acetyldihydrolipoyl]-L-lysyl-[protein] + CoA	CHEBI:83100;CHEBI:57288;CHEBI:83111;CHEBI:57287	EC:2.3.1.12 dihydrolipoyllysine-residue acetyltransferase	32764
RHEA:17025	1.1.1.10	xylitol + NADP(+) = L-xylulose + NADPH + H(+)	CHEBI:17151;CHEBI:58349;CHEBI:17399;CHEBI:57783;CHEBI:15378	EC:1.1.1.10 L-xylulose reductase	214
RHEA:17029	3.5.2.5	(S)-allantoin + H2O = allantoate + H(+)	CHEBI:15678;CHEBI:15377;CHEBI:17536;CHEBI:15378	EC:3.5.2.5 allantoinase	1393
RHEA:17033	1.3.1.56	(2R,3S)-3-phenylcyclohexa-3,5-diene-1,2-diol + NAD(+) = biphenyl-2,3-diol + NADH + H(+)	CHEBI:32922;CHEBI:57540;CHEBI:16205;CHEBI:57945;CHEBI:15378	EC:1.3.1.56 cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase	6
RHEA:17053	2.2.1.2	D-sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-erythrose 4-phosphate + beta-D-fructose 6-phosphate	CHEBI:57483;CHEBI:59776;CHEBI:16897;CHEBI:57634	EC:2.2.1.2 transaldolase	39613
RHEA:17061	1.14.13.7	phenol + NADPH + O2 + H(+) = catechol + NADP(+) + H2O	CHEBI:15882;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:18135;CHEBI:58349;CHEBI:15377	EC:1.14.13.7 phenol 2-monooxygenase (NADPH)	4
RHEA:17065	2.7.1.36	(R)-mevalonate + ATP = (R)-5-phosphomevalonate + ADP + H(+)	CHEBI:36464;CHEBI:30616;CHEBI:58146;CHEBI:456216;CHEBI:15378	EC:2.7.1.36 mevalonate kinase	5180
RHEA:17077	1.5.3.10	N,N-dimethylglycine + O2 + H2O = sarcosine + formaldehyde + H2O2	CHEBI:58251;CHEBI:15379;CHEBI:15377;CHEBI:57433;CHEBI:16842;CHEBI:16240	EC:1.5.3.10 dimethylglycine oxidase	1
RHEA:17081	2.1.1.279,2.1.1.146	(E)-isoeugenol + S-adenosyl-L-methionine = (E)-isomethyleugenol + S-adenosyl-L-homocysteine + H(+)	CHEBI:50545;CHEBI:59789;CHEBI:6877;CHEBI:57856;CHEBI:15378	EC:2.1.1.146 (iso)eugenol O-methyltransferase;EC:2.1.1.279 trans-anol O-methyltransferase	5
RHEA:17085	1.1.99.42	4-pyridoxate + A = 5-formyl-3-hydroxy-2-methylpyridine-4-carboxylate + AH2	CHEBI:30959;CHEBI:13193;CHEBI:140633;CHEBI:17499	EC:1.1.99.42 4-pyridoxate dehydrogenase	1
RHEA:17089	4.1.2.14,4.1.2.55	2-dehydro-3-deoxy-6-phospho-D-gluconate = D-glyceraldehyde 3-phosphate + pyruvate	CHEBI:57569;CHEBI:59776;CHEBI:15361	EC:4.1.2.14 2-dehydro-3-deoxy-phosphogluconate aldolase;EC:4.1.2.55 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	13678
RHEA:17097	5.3.2.1	3-phenylpyruvate = enol-phenylpyruvate	CHEBI:18005;CHEBI:16815	EC:5.3.2.1 phenylpyruvate tautomerase	5158
RHEA:17105	2.1.1.197	malonyl-[ACP] + S-adenosyl-L-methionine = malonyl-[ACP] methyl ester + S-adenosyl-L-homocysteine	CHEBI:78449;CHEBI:59789;CHEBI:78845;CHEBI:57856	EC:2.1.1.197 malonyl-[acyl-carrier protein] O-methyltransferase	8239
RHEA:17149	1.14.14.1	an organic molecule + reduced [NADPH--hemoprotein reductase] + O2 = an alcohol + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	CHEBI:142491;CHEBI:57618;CHEBI:15379;CHEBI:30879;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.1 unspecific monooxygenase	10828
RHEA:17157	2.7.3.2	creatine + ATP = N-phosphocreatine + ADP + H(+)	CHEBI:57947;CHEBI:30616;CHEBI:58092;CHEBI:456216;CHEBI:15378	EC:2.7.3.2 creatine kinase	1739
RHEA:17161	3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate + H2O = 2-oxopent-4-enoate + benzoate + H(+)	CHEBI:64675;CHEBI:15377;CHEBI:11641;CHEBI:16150;CHEBI:15378	EC:3.7.1.8 2,6-dioxo-6-phenylhexa-3-enoate hydrolase	44
RHEA:17185	1.7.1.7	IMP + NH4(+) + NADP(+) = GMP + NADPH + 2 H(+)	CHEBI:58053;CHEBI:28938;CHEBI:58349;CHEBI:58115;CHEBI:57783;CHEBI:15378	EC:1.7.1.7 GMP reductase	12261
RHEA:17213	5.1.3.14	UDP-N-acetyl-alpha-D-glucosamine = UDP-N-acetyl-alpha-D-mannosamine	CHEBI:57705;CHEBI:68623	EC:5.1.3.14 UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	16289
RHEA:17221	4.2.1.46	dTDP-alpha-D-glucose = dTDP-4-dehydro-6-deoxy-alpha-D-glucose + H2O	CHEBI:57477;CHEBI:57649;CHEBI:15377	EC:4.2.1.46 dTDP-glucose 4,6-dehydratase	34019
RHEA:17229	2.3.1.84	an aliphatic alcohol + acetyl-CoA = an acetyl ester + CoA	CHEBI:2571;CHEBI:57288;CHEBI:47622;CHEBI:57287	EC:2.3.1.84 alcohol O-acetyltransferase	4
RHEA:17233	5.3.1.25	L-fucose = L-fuculose	CHEBI:2181;CHEBI:17617	EC:5.3.1.25 L-fucose isomerase	3246
RHEA:17237	2.7.7.2	FMN + ATP + H(+) = FAD + diphosphate	CHEBI:58210;CHEBI:30616;CHEBI:15378;CHEBI:57692;CHEBI:33019	EC:2.7.7.2 FAD synthase	45714
RHEA:17241	3.1.1.43	an alpha-amino acid ester + H2O = an alpha-amino acid + an alcohol + H(+)	CHEBI:83410;CHEBI:15377;CHEBI:78608;CHEBI:30879;CHEBI:15378	EC:3.1.1.43 alpha-amino-acid esterase	0
