Organism,Consensus optimal temperature,ARS,ATCC,BCCM,BCRC,CABRI,CCM,CCUG,CECT,CICC,DSMZ,HAMBI,JCM,KEMB,NBIMCC,NBRC,NCIMB,NCMA,NCTC,NIES,VKM,CIP
Pseudomonas crudilactis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas cuatrocienegasensis,28,,,28,,28,30,,,,28,,,,,,,,,,,30
Pseudomonas dacunhae,28,,,28,30,28,,,,28,,,,,,,,,,,,
Pseudomonas daroniae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas deceptionensis,23,,,20,26,20,,,26,,24,,,,,,,,,,,
Pseudomonas dehalogenans,25,,,25,,25,,,,,,,,,,,,,,,,
Pseudomonas delhiensis,37,,,37,,37,37,33,,,,,,,,,,,,,,37
Pseudomonas denitrificans,29,,,,,25,,33,,,,,,,,,28,,,,,
Pseudomonas deva,25,,,25,,25,,,,,,,,,,,30,,,,,
Pseudomonas diazotrophicus,25,,25,,,25,,,,,,,,,,,,,,,,
Pseudomonas donghuensis,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas doudoroffii,30,,,,,,,30,,,,,,,,,,,,,,
Pseudomonas dryadis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas duriflava,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas edaphica,30,,,28,,,,30,30,,,,,,,,,,,,,
Pseudomonas effusa,25,,,,,25,,,,,,,,,,,25,,,,,
Pseudomonas 'EKA',30,,,,,,,30,,,,,,,,,,,,,,
Pseudomonas ekonensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas elodea,27,,,,,25,,,,,,,,,,,30,,,,,
Pseudomonas elongata,20,,,,,20,,,,,,,,,,,,,,,,
Pseudomonas endophytica,29,,,28,,,,,30,,,,,,,,,,,,,
Pseudomonas entomophila,30,,,28,30,,,30,30,,28,,,,,,,,,,,
Pseudomonas ephemerocyanea,25,,,,,25,,,,,,,,,,,25,,,,,
Pseudomonas excibis,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas extremaustralis,28,,,28,,,30,,,,29,,,,,,,,,,28,
Pseudomonas extremoaustralis,30,,,,,30,,,,,,,,,,,,,,,,30
Pseudomonas extremorientalis,25,,,25,,25,,28,,,28,,,,,,20,,,,,25
Pseudomonas fakonensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas farris,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas farsensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas ficuserectae,28,,28,,,28,,28,,,28,,28,,,,,,,,,
Pseudomonas fildesensis,25,,,,,,,,26,,25,,,,,,,,,,,
Pseudomonas filiscindens,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas flavescens,30,,30,30,,30,30,28,,,28,,30,,,,,,,,,30
Pseudomonas flectens,26,,,26,,26,,,,,,,,,,,,,,,,
Pseudomonas flexibilis,28,,,28,,,,,,,28,,28,,,,,,,,,
Pseudomonas floridana,28,,,28,,28,,,,,,,,,,,,,,,,
Pseudomonas floridensis,29,,,28,,,,,,,,,,,,,,,,,,30
Pseudomonas fluorescens,30,28,26,28,30,25,30,30,30,30,30,30,26,30,28,,20,,30,,30,30
Pseudomonas fluorescens-complex,30,,,,,,,30,,,,,,,,,,,,,,
Pseudomonas fluvialis,30,,,,,,30,,,,,,,,,,,,,,,
Pseudomonas formosensis,30,,,,30,,,,,37,,,30,,,,,,,,,
Pseudomonas fragi,30,28,,28,26,25,30,30,28,,27,26,30,,30,,20,,30,,28,30
Pseudomonas frederiksbergensis,30,,,28,,30,30,,,,30,,,,,,,,,,,30
Pseudomonas fulva,28,,28,28,25,29,30,30,,,28,,25,,,,,,,,,27
Pseudomonas furukawaii,30,,,,,,,30,,,30,,,,,,,,,,,
Pseudomonas fuscovaginae,28,,,28,28,28,,22,,,,,,,,,,,,,,30
Pseudomonas gallaeciensis,29,,,28,,,,30,,,,,,,,,,,,,,
Pseudomonas gasotropha,28,,,28,,28,,,,,,,,,,,,,,,,
Pseudomonas gelidicola,28,,,28,,28,,,,,,,,,,,,,,,,
Pseudomonas geniculata,20,28,,20,,20,,,,,,,20,,,,,,,,,
Pseudomonas gessardii,30,,,28,,30,30,30,,,30,,,,,,25,,,,,30
Pseudomonas gingeri,28,,,28,,28,25,30,,,,,,,,,,,,,,
Pseudomonas glycinae,28,28,,28,,,,,,,,,,,,,,,,,,
Pseudomonas gozinkensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas graminis,28,,,28,28,25,30,30,,,28,,,,,,,,,,,25
Pseudomonas granadensis,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas gregormendelii,29,,,28,,,30,,,,,,,,,,,,,,,
Pseudomonas grimontii,30,,30,28,,30,30,30,,,30,,,,,,,,,,,30
Pseudomonas guangdonensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas guangdongensis,29,,,,,,,30,,,28,,,,,,,,,,,
Pseudomonas guariconensis,28,,,28,30,,,,26,,28,,,,,,,,37,,,
Pseudomonas guguanensis,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas guineae,15,,,15,,15,15,,20,,25,,,,,,,,,,,
Pseudomonas haemolytica,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas halophila,29,,,,,28,,,30,,,,,,,,,,,,,
Pseudomonas halosaccharolytica,30,,,,,,30,,,,,,,,,,,,,,,
Pseudomonas hamedanensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas helleri,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas helmanticensis,29,,,28,,,,,30,,28,,,,,,,,,,30,
Pseudomonas hibiscicola,28,,,28,,28,,,,,,,,,,,,,,,,
Pseudomonas huaxiensis,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas hunanensis,30,,,,,,,,,30,,,,,,,,,,,,
Pseudomonas hussainii,30,,,,30,,,,,,,,30,,,,,,,,,
Pseudomonas huttiensis,27,,,,,27,,,,,,,,,,,,,,,,
Pseudomonas hydrolytica,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas indica,30,,,28,,30,,30,,,30,,30,,,,,,,,,30
Pseudomonas indoloxydans,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas inefficax,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas iners,25,,,,,25,,,,,,,,,,,,,,,,
Pseudomonas insueta,27,,,,,25,,,,,,,,,,,30,,,,,
Pseudomonas iranensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas izuensis,28,,,28,,,,,26,,,,28,,,,,,,,,
Pseudomonas japonica,28,,,,28,,,,,28,28,,30,,,,,,,,,
Pseudomonas jessenii,30,30,,28,30,30,30,30,,,28,,,,,,,,,,,30
Pseudomonas jilinensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas jinjuensis,30,,,30,,30,,30,,,30,,30,,,,,,,,,30
Pseudomonas juntendi,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas karstica,26,,,28,,,25,,,,,,,,,,,,,,,
Pseudomonas kermanshahensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas khavaziana,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas khazarica,29,,,28,,,,,,,,,,30,,,,,,,,
Pseudomonas khorasanensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas kielensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas kilonensis,29,,,28,,30,30,33,,,28,,28,,,,,,,,,30
Pseudomonas kirkiae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas knackmusii,30,,,,,30,,,,,,,,,,,,,,,,30
Pseudomonas knackmussii,30,,,28,,29,,33,,,30,,,,,,,,,,,
Pseudomonas koreensis,30,,,30,30,30,30,33,,,30,,30,,,,,,,,,30
Pseudomonas kragi,20,,,,,,,,,,,,,,,,20,,,,,
Pseudomonas kribbensis,29,,,,,,,,,,28,,,30,,,,,,,,
Pseudomonas kunmingensis,29,,,,,,,,,,28,,,,,,,,,,,30
Pseudomonas kurunegalensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas kuykendallii,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas lactis,28,,,28,,,,,,,28,,,,,,,,,,,30
Pseudomonas lacunogenes,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas lalkuanensis,32,,,,,,,30,,,,,,35,,,,,,,,
Pseudomonas lanceolata,25,,,,,25,,26,,,,,,,,,,,,,,
Pseudomonas laurentiana,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas laurylsulfatiphila,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas laurylsulfativorans,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas lemoignei,38,,,,,,,37,,,,,,,,,,,39,,,
pseudomonas lemonnieri,30,,,,,,,,,,,,,,,,,,30,,,
Pseudomonas leptonychotis,29,,,28,,,30,,,,,,,,,,,,,,,
Pseudomonas libanensis,29,,,28,,28,30,30,,,28,,,,,,,,,,,30
Pseudomonas lindbergii,30,,30,,,30,,,,,,,,,,,,,,,,
Pseudomonas lini,28,,,28,28,29,30,26,,,28,,,,,,,,,,,30
Pseudomonas linyingensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas litoralis,28,,,28,,,,,30,,28,,,,,,,,,,,
Pseudomonas lundensis,27,,,32,,23,25,30,,,26,,,,,,25,,,,30,27
Pseudomonas lurida,30,,,24,,25,30,30,,28,28,,,,,,,,,,,30
Pseudomonas lutea,30,,,28,28,29,30,,30,,30,,,,,,,,,,,
Pseudomonas luteola,30,,30,28,,30,30,37,,,28,,30,,,,,,36,,,30
Pseudomonas maltophilia,30,,,,,,,,,30,,,,,,,,,,,,
Pseudomonas mandelii,30,,,28,,30,30,30,,,30,,30,,,,,,,,28,30
Pseudomonas mangiferae,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas marginalis,30,28,30,28,,28,30,30,26,,27,,30,,,,,,,,,30
Pseudomonas marincola,28,,,28,,28,,,,,28,,30,,,,,,,,,
Pseudomonas marvdashtae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas matsuisoli,30,,,,30,,,,,,,,30,,,,,,,,,
Pseudomonas maumuensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas mediterranea,30,,,,,30,30,,,,30,,,,,,,,,,,30
Pseudomonas meliae,22,,22,,,22,,26,,,,,,,,,,,,,,
Pseudomonas membranula,20,,,20,,20,,,,,,,,,,,,,,,,
Pseudomonas mendocina,37,37,37,28,37,25,37,33,37,30,29,,37,,,,25,,37,,29,30
Pseudomonas mephitica,25,28,25,,,25,,,,,,,,,,,,,,,,
Pseudomonas mesoacidophila,28,,28,,,,,,,,,,,,,,,,,,,
Pseudomonas methanolica,30,,,,30,,,,,,,,,,,,,,,,,
Pseudomonas migulae,30,,25,28,,30,30,30,,,29,,30,,,,,,,,30,30
Pseudomonas mohnii,30,,,,30,30,,30,,,30,,,,,,,,,,,30
Pseudomonas monsensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas monteilii,30,,,28,30,30,30,31,,,28,,30,,,,25,,,,,30
Pseudomonas moorei,30,,,,30,30,30,30,,,29,,,,,,,,,,,30
Pseudomonas moraviensis,28,,,28,28,28,30,,,,28,,30,,,,,,,,,
Pseudomonas mosselii,30,27,28,28,30,30,,,,,30,,,,,,,,,,,30
Pseudomonas mosselli,30,,,,,,,,,,,,,,,,,,,,,30
Pseudomonas mucidolens,30,28,,28,30,25,,30,,,25,,30,,,,,,30,,,25
Pseudomonas mucoides,26,,,,,,,,26,,,,,,,,,,,,,
Pseudomonas mutabilis,26,,26,,,,,,,,,,,,,,,,,,,
Pseudomonas muyukensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas myxogenes,28,28,,28,,26,,30,,,,,,,,,20,,,,,
Pseudomonas nautica,30,,,,,,,30,,,,,,,,,,,,,,
Pseudomonas neoaurantiaca,30,,,,,,,,,,,,,,,,,,,,,30
Pseudomonas neuropathica,28,,,,,,,30,26,,,,,,,,,,,,,
Pseudomonas neustonica,20,,,,,,,,,,,,20,,,,,,,,,
Pseudomonas nicosulfuronedens,30,,,,,,,,,,,,30,,,,,,,,,
pseudomonas nigrifaciens,22,,,,,,,,,,,,,,,,,,22,,,
Pseudomonas nitritireducens,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas nitroreducens,27,,,25,26,25,30,33,,37,28,,36,,30,,,,,,,27
Pseudomonas nitroreducens-like,33,,,,,,,33,,,,,,,,,,,,,,
Pseudomonas nosocomialis,35,,,,,,,33,37,,,,,,,,,,,,,
Pseudomonas novel,37,,,,,,,37,,,,,,,,,,,,,,
Pseudomonas oceani,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas oceanica,20,,,20,,20,,,,,,,,,,,20,,,,,
Pseudomonas oleovorans,30,28,37,28,33,30,,37,30,,30,,30,,,,30,,35,,28,30
Pseudomonas orientalis,30,,,28,,30,25,,,,30,,,,,,,,,,,30
Pseudomonas oryzicola,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas oryzihabitans,30,30,30,28,30,30,30,37,,,28,,30,,,,25,,,,30,30
Pseudomonas otitidis,37,,,28,25,37,,30,,,37,,,,,,,,,,,37
Pseudomonas ovata,28,,,,,,,,,,,,,28,,,,,,,,
Pseudomonas pachastrellae,29,,,28,,28,,30,,,28,,30,,,,,,,,,30
Pseudomonas palleroniana,28,,,28,,28,,30,,,28,,,,,,,,,,,30
Pseudomonas panacis,30,,,28,,30,30,30,,,30,,,30,,,,,,,,30
Pseudomonas panipatensis,28,,,28,,28,30,,,,,,,,,,,,,,,
Pseudomonas papaveris,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas paracarnis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas parafulva,30,,,28,30,30,,,,,28,,30,,,,,,,,,30
Pseudomonas paralactis,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas paraversuta,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas pavonacea,26,,,26,,26,,,,,,,,,,,,,30,,,
Pseudomonas pavonaceae,25,,,,,,,,,,,,25,,,,,,,,,
Pseudomonas pelagia,27,,,,,,,,30,,25,,28,,,,,,,,,
Pseudomonas peli,29,,,28,,28,30,30,26,,28,,,,,,,,,,,30
Pseudomonas peradeniyensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas perlurida,26,,,,,26,,,,,,,,,,,,,,,,
Pseudomonas perolens,28,28,,28,,28,,,,,,,,,,,,,,,,
Pseudomonas persica,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas pertucinogena,30,,,37,30,37,,33,30,,30,,30,,,,,,,,,37
Pseudomonas phage,37,,,,,,,,,,37,,,,,,,,,,,
Pseudomonas pharmafabricae,35,,,,,,,,,,,,35,,,,,,,,,
Pseudomonas phragmitis,30,,,,,,,,,,,,,30,,,,,,,,
Pseudomonas pickettii,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas pictorum,28,28,,28,,29,,28,,,,,,,,,20,,,,,
Pseudomonas pisciculturae,26,,,,,,,,26,,,,,,,,,,,,,
Pseudomonas piscium,26,,,,,,,,26,,,,,,,,,,,,,
Pseudomonas plecoglossicida,30,,28,28,27,30,,30,30,37,28,,30,,,,,,,,,30
Pseudomonas pleomorpha,20,,,,,,,,,,,,,,,,20,,,,,
Pseudomonas poae,28,,,28,,28,30,24,,,28,,,,,,,,,,,30
Pseudomonas pohangensis,30,,,,,29,,30,,,28,,30,,,,,,,,,30
Pseudomonas polysaccharogenes,30,,30,,,,,,,,,,,,,,,,,,,
Pseudomonas populi,35,35,,,,,,,,,,,,,,,,,,,,
Pseudomonas primulae,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas promysalinigenes,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas prosekii,29,,,28,,,30,,,,,,,,,,,,,,,
Pseudomonas protegens,28,,30,28,,,,,,,28,,,,,,,,,,,
Pseudomonas proteofaciens,28,,,28,,29,,,,,,,,,,,,,,,,
Pseudomonas proteolytica,27,,,28,,26,25,30,30,,28,,,,,,,,,,,25
Pseudomonas pseudoalcaligenes,29,,35,28,,28,30,,,,,,,,37,,30,,39,,,
Pseudomonas psychrophila,30,,,28,,30,,30,,,25,,30,,,,,,,,,30
Pseudomonas psychrotolerans,28,,,28,28,28,,37,,,28,,,,,,,,,,,30
Pseudomonas punonensis,29,,,28,,,,,30,,28,,,,,,,,,,,30
Pseudomonas putida,30,28,30,28,26,25,30,30,30,30,28,28,30,26,30,,20,,30,,29,30
Pseudomonas putida-cluster,30,,,,,,,30,,,,,,,,,,,,,,
Pseudomonas pyomelaninifaciens,37,,,,,,,,,,,,37,,,,,,,,,
Pseudomonas qingdaonensis,28,,,,,,,,,,,,28,,,,,,,,,
Pseudomonas rathonis,22,,,,,25,,,,,,,,,,,20,,,,,
Pseudomonas reactans,25,,,,,,25,,,,,,,,,,,,,,,
Pseudomonas reidholzensis,29,,,28,,,,,,,,,,,,,,,,,,30
Pseudomonas reinekei,30,,,,30,30,30,30,,,30,,,,,,,,,,,30
Pseudomonas reptilivora,29,28,,,,,30,,,,,,,,,,,,,,,
Pseudomonas reptilovora,28,,,28,,28,,33,,,,,,,,,,,,,,
Pseudomonas resinovorans,29,28,,28,30,27,,32,,,28,,30,,,,20,,,,,30
Pseudomonas rhizoryzae,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas rhizosphaerae,30,,,28,,27,30,,26,,25,,,,,,,,,,,30
Pseudomonas rhodesiae,30,,,30,,30,30,33,,28,30,,30,,28,,,,,,,30
Pseudomonas ribis,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas rimaefaciens,28,,,28,,28,,,,,,,,,,,,,,,,
Pseudomonas rubescens,27,28,,,26,,,,,,,,,,,,,,,,,
Pseudomonas sabulinigri,30,,,,,,,,30,,30,,30,,,,,,,,,
Pseudomonas saccharophila,28,28,,,,29,,,,,,,,,,,,,,,,
Pseudomonas sagittaria,30,,,,30,,,,,,28,,30,,,,,,,,,
Pseudomonas salegens,30,,,,,,,,30,,,,,30,,,,,,,,
Pseudomonas salina,25,,,,,,,,,,,,25,,,,,,,,,
Pseudomonas saliphila,25,,,,,,,,,,,,,25,,,,,,,,
Pseudomonas salmasensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas salomonii,28,,,28,,29,,,,,28,,,,,,,,,,,30
Pseudomonas salopia,25,,,,,25,,,,,,,,,,,25,,,,,
Pseudomonas saponiphila,30,,,,,30,,,,30,28,,,,,,,,,,,30
Pseudomonas savastanoi,28,28,,28,,28,30,,26,,26,,,,28,,,,,,28,30
Pseudomonas saxonica,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas segetis,30,,,,,30,,33,,,30,,,30,,,,,,,,30
Pseudomonas seleniipraecipitans,28,30,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas seleniipraecipitatus,28,,,,,28,,,,,,,,,,,,,,,,
Pseudomonas seminum,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas septica,28,28,,28,,26,,,,,,,,,,,20,,,,,
Pseudomonas sessilinigenes,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas shahriarae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas shirazensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas shirazica,29,,,28,,,,,30,,,,,,,,,,,,,
Pseudomonas sichuanensis,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas silesiensis,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas siliginis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas simiae,29,,,28,,29,,33,30,,28,,,,,,,,,,,30
Pseudomonas sivasensis,30,,,,,,,30,,,,,,,,,,,,,,
Pseudomonas soli,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas songnenensis,28,,,,,,,,,,28,,,,,,,,,,,
Pseudomonas species,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas spelaea,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas spelaei,25,,,,,,25,,,,,,,,,,,,,,,
Pseudomonas stanieri,27,,,,,25,,30,,,,,,,,,,,,,,
Pseudomonas stereotropis,25,,,25,,25,,,,,,,,,,,20,,,,,
Pseudomonas straminea,29,,,28,26,28,30,33,,30,28,,30,,,,,,,,,25
Pseudomonas stutzeri,30,28,30,28,33,30,30,37,30,37,30,30,37,,,,25,,37,,37,30
Pseudomonas stutzeri-like,37,,,,,,,37,,,,,,,,,,,,,,
Pseudomonas stuzeri,28,,,,,,,,,28,,,,,,,,,,,,
Pseudomonas suis,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas syncyanea,30,30,,,,27,,,,,,,,,,,20,,30,,,30
Pseudomonas synxantha,29,28,,28,26,29,,32,,,29,,30,,,,20,,27,,,30
Pseudomonas syringae,28,28,26,28,26,28,22,28,26,,26,28,30,,28,,,,,,,25
Pseudomonas taeanensis,30,,,,,,,30,,,28,,30,30,,,,,,,,
Pseudomonas taetrolens,28,28,,28,26,25,30,29,,,28,,30,26,,,,,30,,28,25
Pseudomonas taiwanensis,29,,,,30,,,,,,29,,,,,,,,,,,
Pseudomonas tarimensis,30,,,,,,,,,,,,30,30,,,,,,,,
Pseudomonas tehranensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas tensinigenes,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas terrigena,30,,,,,30,,,,,,,,,,,,,,,,
Pseudomonas testosterone,28,,,,,,,,,28,,,,,,,,,,,,
Pseudomonas testosteroni,28,,,,,,,,,28,,,,,,,,,,,,
Pseudomonas thermotolerans,45,,,45,,47,,36,,,45,,,,,,,,,,,50
Pseudomonas thivervalensis,29,,,28,,27,,30,,,30,,28,,,,,,,,,25
Pseudomonas tolaasii,28,28,27,28,30,28,25,,26,,28,,25,,,,,,,,,25
Pseudomonas toyotomiensis,30,,,,30,,,,,,37,,30,,,,,,,,,
Pseudomonas tremae,30,,,28,,29,30,,,,30,,,,,,,,,,,
Pseudomonas tritici,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas triticicola,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas trivialis,29,,,28,,29,30,32,,,28,,,,,,,,,,,30
Pseudomonas tructae,25,,,,,,,,,,,,25,,,,,,,,,
Pseudomonas tuomuerensis,28,,,,,,,30,26,,,,,,,,,,,,,
Pseudomonas turukhanskensis,29,,,,,,,,30,,,,,,,,,,,,28,
Pseudomonas typographi,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas umsongensis,30,,,30,30,30,30,30,,,30,,30,,,,,,,,,30
Pseudomonas urmiensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas urumqiensis,28,,,,,,,,,,,,28,,,,,,,,,
Pseudomonas vancouverensis,30,,,28,30,30,30,30,,,27,,,,,,,,,,,30
Pseudomonas vanderleydeniana,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas veronii,30,,,30,28,30,37,30,,,30,,30,,,,,,,,,30
Pseudomonas versuta,24,,,20,,,,,,,28,,,,,,,,,,,
Pseudomonas viridiflava,28,28,,28,,28,30,,26,,28,,,,28,,,,,,,25
Pseudomonas viridilivida,28,28,,,,28,,,,,,,,,,,,,,,,
Pseudomonas viscosa,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas vituswoodrowii,28,28,,,,,,,,,,,,,,,,,,,,
Pseudomonas vlassakiae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas vranovensis,28,,,28,,28,30,,,,28,,,,,,,,,,,30
Pseudomonas wadenswilerensis,29,,,28,,,,,,,,,,,,,,,,,,30
Pseudomonas wayambapalatensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas weihenstephanensis,28,,,28,,,,,,,28,,,,,,,,,,,
Pseudomonas xantholysinigenes,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas xanthomarina,28,,,28,,28,,30,,,28,,30,,,,,,,,,25
Pseudomonas xanthosomae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas xiamenensis,29,,,,,,,,30,,28,,,,,,,,,,,
Pseudomonas xinjiangensis,30,30,,,,,,,,,37,,,,,,,,,,,30
Pseudomonas yamanorum,28,,,28,,,,30,,,27,,,,,,,,,,,
Pseudomonas yangmingensis,33,,,,30,,,,,,37,,,,,,,,,,,
Pseudomonas yangonensis,30,,,,,,,,,,,,30,,,,,,,,,
Pseudomonas zanjanensis,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas zarinae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas zeae,28,,,28,,,,,,,,,,,,,,,,,,
Pseudomonas zeshuii,28,,,28,,,,30,,,28,,,,,,,,,,,
Pseudomonas zhaodongensis,28,,,,,,,,,,28,,,,,,,,,,,
Pseudonectria pachysandricola,22,,,,,,,,,,22,,,,,,,,,,,
Pseudonocardia acaciae,37,,,,,,,,,,37,,37,,,,,,,,,37
Pseudonocardia adelaidensis,28,,,,,,,,,,28,,28,,,,,,,,,
Pseudonocardia ailaonensis,28,,,,,,,,,,28,,28,28,,,,,,,,
Pseudonocardia alaniniphila,28,,,,,29,,,,,28,,28,,,,,,,,,30
Pseudonocardia alni,28,,,,,28,,,,,28,,28,28,,,,,,,28,
Pseudonocardia ammonioxydans,28,,,,,28,,,,,28,,28,,,,,,,,,
Pseudonocardia antarctica,28,,,,,26,,,,,28,,28,,,,,,,,,25
Pseudonocardia antimicrobica,28,,,,,,,,,,28,,,,,,,,,,,
Pseudonocardia antitumoralis,28,,,,,,,,,,28,,,,,,,,,,,
Pseudonocardia asaccharolytica,28,,,,,29,,,,,28,,25,,,,,,,,,30
Pseudonocardia aurantiaca,28,,,,,28,,,,,28,,28,,,,,,,,,
Pseudonocardia autotrophica,28,28,26,26,,28,30,,30,,28,,28,28,,,,,,,28,30
Pseudonocardia babensis,29,,,,,,,,,,28,,,,,,,,,,,30
Pseudonocardia bannensis,28,,,,,,,,,,28,,,,,,,,,,,
Pseudonocardia benzenivorans,28,,,,,28,,30,,,28,,28,,,,,,,,,
Pseudonocardia broussonetiae,28,,,,,,,,,,,,28,,,,,,,,,
Pseudonocardia carboxydivorans,28,,,,,,,,,,28,,28,,,,,,,,,
Pseudonocardia chloroethenivorans,28,,,,,28,,,,,28,,28,,,,,,,,,
Pseudonocardia compacta,28,28,26,,,26,,,,,28,,,,,,,,,,28,
Pseudonocardia cypriaca,28,28,,,,,,,,,28,,,28,,,,,,,,
Pseudonocardia cytotoxica,28,,,,,,,,,,,,28,,,,,,,,,
Pseudonocardia dioxanivorans,28,,,,,28,,,,,28,,28,,,,,,,,,
Pseudonocardia endophytica,28,,,,,28,,,,,28,,28,28,,,,,,,,
Pseudonocardia eucalypti,28,,,,,,,,,,28,,28,,,,,,,,,
Pseudonocardia fici,32,,,,,,,,,,,,,32,,,,,,,,
Pseudonocardia halophobica,28,28,28,,,28,,,,,28,,28,,,,25,,,,28,
Pseudonocardia hierapolitana,28,,,,,,,,,,28,,,28,,,,,,,,
Pseudonocardia hispaniensis,30,,,,,,30,,30,,28,,,,,,,,,,,
Pseudonocardia hydrocarbonoxydans,28,28,,,,26,,,,,28,,28,,,,30,,,,28,
Pseudonocardia kongjuensis,29,,,,,30,,37,,,28,,28,30,,,,,,,28,30
Pseudonocardia kujensis,28,28,,,,,,,,,28,,,28,,,,,,,,
Pseudonocardia kunmingensis,28,,,,,,,,,,28,,28,,,,,,,,,
Pseudonocardia lutea,28,,,,,,,,,,28,,28,,,,,,,,,
Pseudonocardia nantongensis,28,,,,,,,,,,,,,28,,,,,,,,
